0.053767,-0.086365,0
0.18339,0.0077359,0
-0.22588,-0.12141,0
0.086217,-0.11135,0
0.031877,-0.00068493,0
-0.13077,0.15326,0
-0.043359,-0.076967,0
0.034262,0.037138,0
0.35784,-0.022558,0
0.27694,0.11174,0
-0.13499,-0.10891,0
0.30349,0.0032557,0
0.07254,0.055253,0
-0.0063055,0.11006,0
0.071474,0.15442,0
-0.020497,0.0085931,0
-0.012414,-0.14916,0
0.14897,-0.07423,0
0.1409,-0.10616,0
0.14172,0.23505,0
0.06715,-0.06156,0
-0.12075,0.074808,0
0.071724,-0.019242,0
0.16302,0.088861,0
0.048889,-0.076485,0
0.10347,-0.14023,0
0.072689,-0.14224,0
-0.030344,0.048819,0
0.029387,-0.017738,0
-0.078728,-0.019605,0
0.08884,0.14193,0
-0.11471,0.029158,0
-0.10689,0.019781,0
-0.08095,0.15877,0
-0.29443,-0.080447,0
0.14384,0.069662,0
0.032519,0.083509,0
-0.075493,-0.024372,0
0.13703,0.021567,0
-0.17115,-0.11658,0
-0.010224,-0.1148,0
-0.024145,0.010487,0
0.031921,0.072225,0
0.031286,0.25855,0
-0.086488,-0.066689,0
-0.0030051,0.018733,0
-0.016488,-0.0082494,0
0.062771,-0.1933,0
0.10933,-0.043897,0
0.11093,-0.17947,0
0.084038,1.052,0
-0.088803,0.998,0
0.010009,0.99652,0
-0.054453,0.92018,0
0.030352,1.1019,0
-0.060033,0.98668,0
0.048997,0.92855,0
0.073936,1.1351,0
0.17119,0.97752,0
-0.019412,0.9411,0
-0.21384,0.97062,0
-0.083959,0.91521,0
0.13546,0.88799,0
-0.10722,1.2526,0
0.096095,1.1655,0
0.012405,1.0308,0
0.14367,0.87429,0
-0.19609,0.91345,0
-0.01977,0.98235,0
-0.12078,1.0791,0
0.2908,0.8668,0
0.082522,0.76701,0
0.1379,0.85509,0
-0.10582,1.0334,0
-0.046862,1.0391,0
-0.027247,1.0452,0
0.10984,0.98697,0
-0.027787,1.0184,0
0.070154,0.95238,0
-0.20518,1.0862,0
-0.035385,0.86383,0
-0.082359,1.0455,0
-0.15771,0.91513,0
0.050797,0.96651,0
0.028198,1.0553,0
0.003348,1.1039,0
-0.13337,0.88824,0
0.11275,1.1261,0
0.035018,1.066,0
-0.029907,0.99321,0
0.002289,0.98048,0
-0.0262,0.97824,0
-0.17502,0.96969,0
-0.028565,1.0023,0
-0.083137,1.0051,0
-0.097921,1.0826,0
-0.11564,1.1527,0
-0.053356,1.0467,0
-0.20026,0.97903,0
0.096423,1.0625,0
1.0183,-0.073417,0
0.89702,-0.0030814,0
1.0949,0.023235,0
1.0307,0.042639,0
1.0135,-0.037281,0
1.0515,-0.023645,0
1.0261,0.20237,0
0.90585,-0.22584,0
0.98377,0.22294,0
0.98539,0.033756,0
0.9468,0.10001,0
1.1682,-0.16642,0
0.91243,-0.059003,0
0.95162,-0.027806,0
0.9288,0.042272,0
0.88258,-0.16702,0
0.98078,0.047163,0
0.97259,-0.12128,0
1.153,0.006619,0
0.9751,0.065236,0
0.89358,0.032706,0
1.1603,0.10826,0
1.1235,0.10061,0
0.97704,-0.065091,0
0.84938,0.025706,0
0.95554,-0.094438,0
0.98441,-0.13218,0
1.0276,0.092483,0
0.97388,4.9849e-06,0
1.0443,-0.0054919,0
1.0392,0.091113,0
0.87493,0.059458,0
0.9052,0.03502,0
0.92589,0.12503,0
0.94922,0.092979,0
0.96794,0.023976,0
1.0012,-0.069036,0
0.69708,-0.065155,0
0.9543,0.11921,0
1.1242,-0.16118,0
0.89333,-0.0024462,0
1.0934,-0.19488,0
1.035,0.10205,0
0.9971,0.086172,0
1.0182,0.00011621,0
0.84349,-0.0070837,0
0.99155,-0.24863,0
1.1604,0.058117,0
1.0098,-0.21924,0
1.0041,-0.23193,0
1.008,1.0881,1
0.90515,1.0323,1
1.0411,0.92159,1
1.0677,0.81946,1
1.0858,1.1859,1
0.93088,0.93955,1
1.0449,1.0103,1
1.0101,1.0563,1
1.0826,1.0114,1
1.0536,0.90953,1
1.0898,0.95323,1
0.98681,0.98751,1
0.98528,1.1479,1
1.1008,0.91392,1
0.78763,1.0785,1
0.94954,1.0309,1
0.87294,0.97661,1
0.96174,0.8943,1
1.0649,0.97159,1
1.0826,0.99133,1
0.89851,0.85306,1
0.95289,1.0192,1
1.0137,0.91777,1
0.97081,0.99058,1
1.0302,1.0336,1
1.04,0.90953,1
0.907,0.97117,1
0.98232,1.035,1
0.78679,0.81641,1
1.1145,1.1036,1
0.93709,1.2424,1
0.87962,1.0959,1
0.97461,0.96842,1
0.85714,1.0429,1
0.99791,0.8964,1
0.94393,1.1878,1
1.2178,1.0941,1
1.1138,1.0787,1
0.75031,0.91241,1
1.0441,1.032,1
0.86019,0.94417,1
0.97449,0.96886,1
1.0164,0.943,1
1.0748,0.89743,1
0.9727,0.90913,1
1.1576,0.97901,1
0.95191,0.83011,1
1.0328,1.0608,1
1.0665,0.98822,1
1.0085,1.0699,1
